best_n_estimators,val_auroc,val_auprc,test_auroc,test_auprc,cv_auroc_mean,cv_auroc_std,cv_auprc_mean,cv_auprc_std,threshold
238,0.8579,0.6528,0.8584,0.6553,0.858,0.0014,0.6533,0.0039,0.43
